CSD,BORO,GRADE LEVEL,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)","CORE COURSE 
(MS CORE and 
09-12 ONLY)","SERVICE CATEGORY
(0K-08 ONLY)",NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
14,K,09-12,CTT,Social Studies,United States History Accelerated,-,588,22,26.7
14,K,09-12,CTT,Social Studies,Participation in Government,-,306,11,27.8
14,K,09-12,CTT,Social Studies,Economics,-,118,4,29.5
14,K,09-12,CTT,Social Studies,Other Social Studies,-,403,15,26.9
14,K,09-12,SPEC ED,English,English 9,-,38,4,9.5
14,K,09-12,SPEC ED,English,English 10,-,22,2,11
14,K,09-12,SPEC ED,English,English 11,-,17,2,8.5
14,K,09-12,SPEC ED,Math,Integrated Algebra,-,64,6,10.7
14,K,09-12,SPEC ED,Math,Geometry,-,6,1,6
14,K,09-12,SPEC ED,Math,Other Math,-,20,2,10
14,K,09-12,SPEC ED,Science,Living Environment,-,42,4,10.5
14,K,09-12,SPEC ED,Science,Other Physical Sciences,-,9,1,9
14,K,09-12,SPEC ED,Science,Other Science,-,17,2,8.5
14,K,09-12,SPEC ED,Social Studies,Global History,-,64,7,9.1
14,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,22,2,11
14,K,0K-09,SPEC ED,-,-,12:1,130,13,10
14,K,0K-09,SPEC ED,-,-,12:1:1,634,58,10.9
14,K,MS Core,GEN ED,English,MS English Core,-,2739,102,26.9
14,K,MS Core,GEN ED,English,Other English,-,37,3,12.3
14,K,MS Core,GEN ED,Math,MS Math Core,-,2431,91,26.7
14,K,MS Core,GEN ED,Science,MS Science Core,-,2559,96,26.7
14,K,MS Core,GEN ED,Science,Other Science,-,53,2,26.5
14,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,2661,100,26.6
14,K,MS Core,CTT,English,MS English Core,-,786,32,24.6
14,K,MS Core,CTT,Math,MS Math Core,-,799,33,24.2
14,K,MS Core,CTT,Science,MS Science Core,-,566,24,23.6
14,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,601,25,24
14,K,MS Core,SPEC ED,English,MS English Core,-,262,27,9.7
14,K,MS Core,SPEC ED,English,Other English,-,11,2,5.5
14,K,MS Core,SPEC ED,Math,MS Math Core,-,262,27,9.7
14,K,MS Core,SPEC ED,Science,MS Science Core,-,245,25,9.8
14,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,262,27,9.7
14,K,MS Core,G&T,Math,Integrated Algebra,-,329,11,29.9
14,K,MS Core,G&T,Science,Living Environment,-,363,12,30.3
14,K,MS Core,G&T,Science,Other Science,-,24,1,24
14,K,MS Core,G&T,Social Studies,United States History Accelerated,-,281,9,31.2
14,K,MS Core,G&T&ICT,Science,Living Environment,-,36,1,36
15,K,0K,GEN ED,-,-,-,2405,102,23.6
15,K,0K,CTT,-,-,-,700,33,21.2
15,K,0K,G&T,-,-,-,75,4,18.8
15,K,01,GEN ED,-,-,-,2363,94,25.1
15,K,01,CTT,-,-,-,715,29,24.7
15,K,01,G&T,-,-,-,115,5,23
15,K,02,GEN ED,-,-,-,2183,83,26.3
15,K,02,CTT,-,-,-,861,34,25.3
15,K,02,G&T,-,-,-,110,4,27.5
15,K,03,GEN ED,-,-,-,1964,75,26.2
15,K,03,CTT,-,-,-,863,33,26.2
15,K,03,G&T,-,-,-,80,3,26.7
15,K,04,GEN ED,-,-,-,1727,66,26.2
15,K,04,CTT,-,-,-,927,35,26.5
15,K,04,G&T,-,-,-,71,3,23.7
15,K,05,GEN ED,-,-,-,1622,59,27.5
15,K,05,CTT,-,-,-,907,34,26.7
15,K,05,G&T,-,-,-,71,3,23.7
15,K,06,GEN ED,-,-,-,961,35,27.5
15,K,06,CTT,-,-,-,747,28,26.7
15,K,07,GEN ED,-,-,-,1000,35,28.6
15,K,07,CTT,-,-,-,698,26,26.8
15,K,08,GEN ED,-,-,-,974,35,27.8
15,K,08,CTT,-,-,-,662,25,26.5
15,K,09-12,GEN ED,English,MS English Core,-,441,23,19.2
15,K,09-12,GEN ED,English,English 9,-,816,32,25.5
15,K,09-12,GEN ED,English,English 10,-,608,26,23.4
15,K,09-12,GEN ED,English,English 11,-,833,34,24.5
15,K,09-12,GEN ED,English,English 12,-,623,24,26
15,K,09-12,GEN ED,English,Other English,-,2203,92,23.9
15,K,09-12,GEN ED,Math,Integrated Algebra,-,1252,54,23.2
15,K,09-12,GEN ED,Math,Geometry,-,979,38,25.8
15,K,09-12,GEN ED,Math,Algebra 2/Trig,-,1081,43,25.1
15,K,09-12,GEN ED,Math,Other Math,-,1577,61,25.9
15,K,09-12,GEN ED,Science,Living Environment,-,1125,47,23.9
15,K,09-12,GEN ED,Science,Chemistry,-,618,25,24.7
15,K,09-12,GEN ED,Science,Physics,-,302,12,25.2
15,K,09-12,GEN ED,Science,Other Physical Sciences,-,128,5,25.6
15,K,09-12,GEN ED,Science,Other Science,-,1973,76,26
15,K,09-12,GEN ED,Social Studies,Global History,-,1723,70,24.6
15,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,1261,53,23.8
15,K,09-12,GEN ED,Social Studies,Participation in Government,-,742,28,26.5
15,K,09-12,GEN ED,Social Studies,Economics,-,152,7,21.7
15,K,09-12,GEN ED,Social Studies,Other Social Studies,-,574,20,28.7
15,K,09-12,CTT,English,MS English Core,-,300,16,18.8
15,K,09-12,CTT,English,English 9,-,339,14,24.2
15,K,09-12,CTT,English,English 10,-,388,16,24.3
15,K,09-12,CTT,English,English 11,-,320,13,24.6
15,K,09-12,CTT,English,English 12,-,233,8,29.1
15,K,09-12,CTT,English,Other English,-,685,27,25.4
15,K,09-12,CTT,Math,Integrated Algebra,-,748,32,23.4
15,K,09-12,CTT,Math,Geometry,-,597,23,26
15,K,09-12,CTT,Math,Algebra 2/Trig,-,218,9,24.2
15,K,09-12,CTT,Math,Other Math,-,718,30,23.9
15,K,09-12,CTT,Science,Living Environment,-,429,16,26.8
15,K,09-12,CTT,Science,Chemistry,-,247,9,27.4
15,K,09-12,CTT,Science,Physics,-,68,2,34
15,K,09-12,CTT,Science,Other Physical Sciences,-,34,1,34
15,K,09-12,CTT,Science,Other Science,-,840,30,28
15,K,09-12,CTT,Social Studies,Global History,-,883,32,27.6
15,K,09-12,CTT,Social Studies,United States History Accelerated,-,396,15,26.4
15,K,09-12,CTT,Social Studies,Participation in Government,-,272,9,30.2
15,K,09-12,CTT,Social Studies,Economics,-,52,2,26
15,K,09-12,CTT,Social Studies,Other Social Studies,-,186,7,26.6
15,K,09-12,SPEC ED,English,English 9,-,40,4,10
15,K,09-12,SPEC ED,English,English 10,-,23,2,11.5
15,K,09-12,SPEC ED,English,English 11,-,20,2,10
15,K,09-12,SPEC ED,English,English 12,-,16,1,16
15,K,09-12,SPEC ED,English,Other English,-,9,1,9
15,K,09-12,SPEC ED,Math,Integrated Algebra,-,38,4,9.5
15,K,09-12,SPEC ED,Math,Geometry,-,10,1,10
15,K,09-12,SPEC ED,Math,Algebra 2/Trig,-,25,2,12.5
15,K,09-12,SPEC ED,Math,Other Math,-,11,1,11
15,K,09-12,SPEC ED,Science,Living Environment,-,21,2,10.5
15,K,09-12,SPEC ED,Science,Other Science,-,20,2,10
15,K,09-12,SPEC ED,Social Studies,Global History,-,35,3,11.7
15,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,7,1,7
15,K,09-12,SPEC ED,Social Studies,Participation in Government,-,15,1,15
15,K,0K-09,SPEC ED,-,-,12:1,152,14,10.9
15,K,0K-09,SPEC ED,-,-,12:1:1,416,40,10.4
15,K,MS Core,GEN ED,English,MS English Core,-,2855,100,28.6
15,K,MS Core,GEN ED,English,Other English,-,147,6,24.5
15,K,MS Core,GEN ED,Math,MS Math Core,-,2526,93,27.2
15,K,MS Core,GEN ED,Science,MS Science Core,-,2769,100,27.7
15,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,2961,105,28.2
15,K,MS Core,CTT,English,MS English Core,-,1933,72,26.8
15,K,MS Core,CTT,English,Other English,-,83,3,27.7
15,K,MS Core,CTT,Math,MS Math Core,-,1851,70,26.4
15,K,MS Core,CTT,Science,MS Science Core,-,1796,67,26.8
15,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,1728,62,27.9
15,K,MS Core,SPEC ED,English,MS English Core,-,156,15,10.4
15,K,MS Core,SPEC ED,Math,MS Math Core,-,150,15,10
15,K,MS Core,SPEC ED,Science,MS Science Core,-,136,13,10.5
15,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,137,13,10.5
15,K,MS Core,G&T,Math,Integrated Algebra,-,457,21,21.8
15,K,MS Core,G&T,Science,Living Environment,-,436,17,25.6
15,K,MS Core,G&T,Science,Other Science,-,12,1,12
15,K,MS Core,G&T&ICT,Math,Integrated Algebra,-,30,1,30
15,K,MS Core,G&T&ICT,Science,Living Environment,-,89,3,29.7
16,K,0K,GEN ED,-,-,-,451,22,20.5
16,K,0K,CTT,-,-,-,152,7,21.7
16,K,01,GEN ED,-,-,-,432,22,19.6
16,K,01,CTT,-,-,-,122,7,17.4
16,K,02,GEN ED,-,-,-,420,21,20
16,K,02,CTT,-,-,-,152,8,19
16,K,03,GEN ED,-,-,-,437,21,20.8
16,K,03,CTT,-,-,-,159,7,22.7
16,K,04,GEN ED,-,-,-,406,18,22.6
16,K,04,CTT,-,-,-,158,7,22.6
16,K,05,GEN ED,-,-,-,334,17,19.6
16,K,05,CTT,-,-,-,170,8,21.3
16,K,06,GEN ED,-,-,-,213,10,21.3
16,K,06,CTT,-,-,-,157,7,22.4
16,K,07,GEN ED,-,-,-,241,11,21.9
16,K,07,CTT,-,-,-,206,10,20.6
16,K,08,GEN ED,-,-,-,238,12,19.8
16,K,08,CTT,-,-,-,227,10,22.7
16,K,09-12,GEN ED,English,MS English Core,-,124,5,24.8
16,K,09-12,GEN ED,English,English 9,-,235,10,23.5
16,K,09-12,GEN ED,English,English 10,-,228,9,25.3
16,K,09-12,GEN ED,English,English 11,-,213,9,23.7
16,K,09-12,GEN ED,English,English 12,-,205,10,20.5
16,K,09-12,GEN ED,English,Other English,-,376,19,19.8
16,K,09-12,GEN ED,Math,Integrated Algebra,-,394,20,19.7
16,K,09-12,GEN ED,Math,Geometry,-,417,21,19.9
16,K,09-12,GEN ED,Math,Algebra 2/Trig,-,175,9,19.4
16,K,09-12,GEN ED,Math,Other Math,-,405,17,23.8
16,K,09-12,GEN ED,Science,Living Environment,-,387,16,24.2
16,K,09-12,GEN ED,Science,Chemistry,-,139,8,17.4
16,K,09-12,GEN ED,Science,Physics,-,18,1,18
16,K,09-12,GEN ED,Science,Other Physical Sciences,-,27,2,13.5
16,K,09-12,GEN ED,Science,Other Science,-,571,24,23.8
16,K,09-12,GEN ED,Social Studies,Global History,-,679,28,24.3
16,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,350,15,23.3
16,K,09-12,GEN ED,Social Studies,Participation in Government,-,154,7,22
16,K,09-12,GEN ED,Social Studies,Economics,-,81,5,16.2
16,K,09-12,GEN ED,Social Studies,Other Social Studies,-,491,21,23.4
16,K,09-12,CTT,English,MS English Core,-,140,6,23.3
16,K,09-12,CTT,English,English 9,-,149,6,24.8
16,K,09-12,CTT,English,English 10,-,143,5,28.6
16,K,09-12,CTT,English,English 11,-,106,4,26.5
16,K,09-12,CTT,English,English 12,-,40,2,20
16,K,09-12,CTT,English,Other English,-,231,9,25.7
16,K,09-12,CTT,Math,Integrated Algebra,-,438,18,24.3
16,K,09-12,CTT,Math,Geometry,-,103,4,25.8
16,K,09-12,CTT,Math,Other Math,-,190,7,27.1
16,K,09-12,CTT,Science,Living Environment,-,252,10,25.2
16,K,09-12,CTT,Science,Physics,-,31,1,31
16,K,09-12,CTT,Science,Other Physical Sciences,-,25,1,25
16,K,09-12,CTT,Science,Other Science,-,194,7,27.7
16,K,09-12,CTT,Social Studies,Global History,-,265,9,29.4
16,K,09-12,CTT,Social Studies,United States History Accelerated,-,153,6,25.5
16,K,09-12,CTT,Social Studies,Participation in Government,-,110,4,27.5
16,K,09-12,CTT,Social Studies,Other Social Studies,-,100,4,25
16,K,09-12,SPEC ED,English,English 9,-,30,3,10
16,K,09-12,SPEC ED,English,English 10,-,33,3,11
16,K,09-12,SPEC ED,English,English 11,-,31,4,7.8
16,K,09-12,SPEC ED,English,English 12,-,11,1,11
16,K,09-12,SPEC ED,English,Other English,-,15,1,15
16,K,09-12,SPEC ED,Math,Integrated Algebra,-,77,7,11
16,K,09-12,SPEC ED,Math,Geometry,-,22,2,11
16,K,09-12,SPEC ED,Math,Other Math,-,15,1,15
16,K,09-12,SPEC ED,Science,Living Environment,-,26,2,13
16,K,09-12,SPEC ED,Science,Chemistry,-,10,1,10
16,K,09-12,SPEC ED,Science,Other Physical Sciences,-,7,1,7
16,K,09-12,SPEC ED,Science,Other Science,-,5,1,5
16,K,09-12,SPEC ED,Social Studies,Global History,-,81,7,11.6
16,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,15,1,15
16,K,09-12,SPEC ED,Social Studies,Participation in Government,-,8,1,8
16,K,0K-09,SPEC ED,-,-,12:1,29,4,7.3
16,K,0K-09,SPEC ED,-,-,12:1:1,394,43,9.2
16,K,MS Core,GEN ED,English,MS English Core,-,910,43,21.2
16,K,MS Core,GEN ED,Math,MS Math Core,-,857,40,21.4
16,K,MS Core,GEN ED,Science,MS Science Core,-,1052,50,21
16,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,1159,55,21.1
16,K,MS Core,CTT,English,MS English Core,-,353,17,20.8
16,K,MS Core,CTT,Math,MS Math Core,-,353,17,20.8
16,K,MS Core,CTT,Science,MS Science Core,-,207,10,20.7
16,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,101,5,20.2
16,K,MS Core,SPEC ED,English,MS English Core,-,145,19,7.6
16,K,MS Core,SPEC ED,Math,MS Math Core,-,145,19,7.6
16,K,MS Core,SPEC ED,Science,MS Science Core,-,132,17,7.8
16,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,145,19,7.6
16,K,MS Core,G&T,Math,Integrated Algebra,-,60,3,20
17,K,0K,GEN ED,-,-,-,1064,47,22.6
17,K,0K,CTT,-,-,-,407,19,21.4
17,K,0K,G&T,-,-,-,12,1,12
17,K,01,GEN ED,-,-,-,1112,47,23.7
17,K,01,CTT,-,-,-,319,14,22.8
17,K,01,G&T,-,-,-,18,1,18
17,K,02,GEN ED,-,-,-,1171,47,24.9
17,K,02,CTT,-,-,-,361,15,24.1
17,K,02,G&T,-,-,-,24,1,24
17,K,03,GEN ED,-,-,-,1091,43,25.4
17,K,03,CTT,-,-,-,405,16,25.3
17,K,03,G&T,-,-,-,29,1,29
17,K,04,GEN ED,-,-,-,927,37,25.1
17,K,04,CTT,-,-,-,519,20,26
17,K,04,G&T,-,-,-,27,1,27
17,K,05,GEN ED,-,-,-,757,31,24.4
17,K,05,CTT,-,-,-,471,20,23.6
17,K,05,G&T,-,-,-,28,1,28
17,K,06,GEN ED,-,-,-,1298,56,23.2
17,K,06,CTT,-,-,-,252,14,18
17,K,07,GEN ED,-,-,-,1315,52,25.3
17,K,07,CTT,-,-,-,319,14,22.8
17,K,08,GEN ED,-,-,-,1400,53,26.4
17,K,08,CTT,-,-,-,353,14,25.2
17,K,09-12,GEN ED,English,MS English Core,-,679,26,26.1
17,K,09-12,GEN ED,English,English 9,-,1314,52,25.3
17,K,09-12,GEN ED,English,English 10,-,1387,53,26.2
17,K,09-12,GEN ED,English,English 11,-,954,37,25.8
17,K,09-12,GEN ED,English,English 12,-,982,43,22.8
17,K,09-12,GEN ED,English,Other English,-,1349,67,20.1
17,K,09-12,GEN ED,Math,Integrated Algebra,-,1878,77,24.4
17,K,09-12,GEN ED,Math,Geometry,-,1548,68,22.8
17,K,09-12,GEN ED,Math,Algebra 2/Trig,-,1699,65,26.1
17,K,09-12,GEN ED,Math,Other Math,-,1067,43,24.8
17,K,09-12,GEN ED,Science,Living Environment,-,1703,71,24
17,K,09-12,GEN ED,Science,Chemistry,-,952,39,24.4
17,K,09-12,GEN ED,Science,Physics,-,630,26,24.2
17,K,09-12,GEN ED,Science,Other Physical Sciences,-,56,3,18.7
17,K,09-12,GEN ED,Science,Other Science,-,2295,93,24.7
17,K,09-12,GEN ED,Social Studies,Global History,-,2894,113,25.6
17,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,1634,63,25.9
17,K,09-12,GEN ED,Social Studies,Participation in Government,-,906,34,26.6
17,K,09-12,GEN ED,Social Studies,Economics,-,348,13,26.8
17,K,09-12,GEN ED,Social Studies,Other Social Studies,-,600,24,25
17,K,09-12,CTT,English,MS English Core,-,142,5,28.4
17,K,09-12,CTT,English,English 9,-,415,16,25.9
17,K,09-12,CTT,English,English 10,-,368,14,26.3
17,K,09-12,CTT,English,English 11,-,399,15,26.6
17,K,09-12,CTT,English,English 12,-,222,9,24.7
17,K,09-12,CTT,English,Other English,-,452,19,23.8
17,K,09-12,CTT,Math,Integrated Algebra,-,1097,40,27.4
17,K,09-12,CTT,Math,Geometry,-,375,14,26.8
17,K,09-12,CTT,Math,Algebra 2/Trig,-,44,2,22
17,K,09-12,CTT,Math,Other Math,-,351,13,27
17,K,09-12,CTT,Science,Living Environment,-,455,18,25.3
17,K,09-12,CTT,Science,Chemistry,-,71,3,23.7
17,K,09-12,CTT,Science,Physics,-,57,2,28.5
17,K,09-12,CTT,Science,Other Science,-,498,19,26.2
17,K,09-12,CTT,Social Studies,Global History,-,758,27,28.1
17,K,09-12,CTT,Social Studies,United States History Accelerated,-,392,14,28
17,K,09-12,CTT,Social Studies,Participation in Government,-,228,8,28.5
17,K,09-12,CTT,Social Studies,Economics,-,90,4,22.5
17,K,09-12,CTT,Social Studies,Other Social Studies,-,191,8,23.9
17,K,09-12,SPEC ED,English,English 9,-,47,4,11.8
17,K,09-12,SPEC ED,English,English 10,-,29,2,14.5
17,K,09-12,SPEC ED,English,English 11,-,29,2,14.5
17,K,09-12,SPEC ED,English,English 12,-,19,2,9.5
17,K,09-12,SPEC ED,Math,Integrated Algebra,-,55,5,11
17,K,09-12,SPEC ED,Math,Geometry,-,12,1,12
17,K,09-12,SPEC ED,Math,Other Math,-,56,4,14
17,K,09-12,SPEC ED,Science,Living Environment,-,63,5,12.6
17,K,09-12,SPEC ED,Science,Other Science,-,69,5,13.8
17,K,09-12,SPEC ED,Social Studies,Global History,-,60,5,12
17,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,13,1,13
17,K,09-12,SPEC ED,Social Studies,Participation in Government,-,5,1,5
17,K,09-12,SPEC ED,Social Studies,Other Social Studies,-,55,4,13.8
17,K,0K-09,SPEC ED,-,-,12:1,106,10,10.6
17,K,0K-09,SPEC ED,-,-,12:1:1,703,75,9.4
17,K,MS Core,GEN ED,English,MS English Core,-,3970,157,25.3
17,K,MS Core,GEN ED,Math,MS Math Core,-,3441,139,24.8
17,K,MS Core,GEN ED,Science,MS Science Core,-,3394,138,24.6
17,K,MS Core,GEN ED,Science,Living Environment,-,124,5,24.8
17,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,3428,138,24.8
17,K,MS Core,CTT,English,MS English Core,-,781,33,23.7
17,K,MS Core,CTT,English,Other English,-,17,1,17
17,K,MS Core,CTT,Math,MS Math Core,-,779,33,23.6
17,K,MS Core,CTT,Science,MS Science Core,-,630,26,24.2
17,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,629,26,24.2
17,K,MS Core,SPEC ED,English,MS English Core,-,316,35,9
17,K,MS Core,SPEC ED,Math,MS Math Core,-,333,37,9
17,K,MS Core,SPEC ED,Science,MS Science Core,-,319,35,9.1
17,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,301,33,9.1
17,K,MS Core,G&T,English,MS English Core,-,31,1,31
17,K,MS Core,G&T,Math,Integrated Algebra,-,726,27,26.9
17,K,MS Core,G&T,Math,Geometry,-,68,3,22.7
17,K,MS Core,G&T,Science,Living Environment,-,543,21,25.9
17,K,MS Core,G&T,Science,Other Science,-,214,8,26.8
17,K,MS Core,G&T,Social Studies,Global History,-,344,13,26.5
17,K,MS Core,G&T,Social Studies,United States History Accelerated,-,317,12,26.4
17,K,MS Core,G&T&ICT,Math,Integrated Algebra,-,22,1,22
17,K,MS Core,G&T&ICT,Science,Other Science,-,22,1,22
17,K,MS Core,G&T&ICT,Social Studies,United States History Accelerated,-,22,1,22
18,K,0K,GEN ED,-,-,-,902,41,22
18,K,0K,CTT,-,-,-,192,9,21.3
18,K,0K,G&T,-,-,-,13,1,13
18,K,01,GEN ED,-,-,-,930,38,24.5
18,K,01,CTT,-,-,-,237,10,23.7
18,K,01,G&T,-,-,-,26,1,26
18,K,02,GEN ED,-,-,-,986,39,25.3
18,K,02,CTT,-,-,-,232,10,23.2
18,K,02,G&T,-,-,-,31,1,31
18,K,03,GEN ED,-,-,-,932,37,25.2
18,K,03,CTT,-,-,-,248,10,24.8
18,K,03,G&T,-,-,-,28,1,28
18,K,04,GEN ED,-,-,-,1048,40,26.2
18,K,04,CTT,-,-,-,259,10,25.9
18,K,04,G&T,-,-,-,21,1,21
18,K,05,GEN ED,-,-,-,892,36,24.8
18,K,05,CTT,-,-,-,202,8,25.3
18,K,05,G&T,-,-,-,26,1,26
18,K,06,GEN ED,-,-,-,903,37,24.4
18,K,06,CTT,-,-,-,187,8,23.4
18,K,07,GEN ED,-,-,-,925,36,25.7
18,K,07,CTT,-,-,-,285,11,25.9
18,K,08,GEN ED,-,-,-,990,38,26.1
18,K,08,CTT,-,-,-,232,9,25.8
18,K,09-12,GEN ED,English,MS English Core,-,545,28,19.5
18,K,09-12,GEN ED,English,English 9,-,565,24,23.5
18,K,09-12,GEN ED,English,English 10,-,524,22,23.8
18,K,09-12,GEN ED,English,English 11,-,479,22,21.8
18,K,09-12,GEN ED,English,English 12,-,376,19,19.8
18,K,09-12,GEN ED,English,Other English,-,1129,57,19.8
18,K,09-12,GEN ED,Math,Integrated Algebra,-,1121,53,21.2
18,K,09-12,GEN ED,Math,Geometry,-,730,28,26.1
18,K,09-12,GEN ED,Math,Algebra 2/Trig,-,535,24,22.3
18,K,09-12,GEN ED,Math,Other Math,-,815,39,20.9
18,K,09-12,GEN ED,Science,Living Environment,-,996,45,22.1
18,K,09-12,GEN ED,Science,Chemistry,-,432,19,22.7
18,K,09-12,GEN ED,Science,Physics,-,69,3,23
18,K,09-12,GEN ED,Science,Other Physical Sciences,-,137,5,27.4
18,K,09-12,GEN ED,Science,Other Science,-,1392,61,22.8
18,K,09-12,GEN ED,Social Studies,Global History,-,1700,71,23.9
18,K,09-12,GEN ED,Social Studies,United States History Accelerated,-,751,33,22.8
18,K,09-12,GEN ED,Social Studies,Participation in Government,-,455,19,23.9
18,K,09-12,GEN ED,Social Studies,Economics,-,227,10,22.7
18,K,09-12,GEN ED,Social Studies,Other Social Studies,-,516,23,22.4
18,K,09-12,CTT,English,MS English Core,-,288,13,22.2
18,K,09-12,CTT,English,English 9,-,405,16,25.3
18,K,09-12,CTT,English,English 10,-,304,11,27.6
18,K,09-12,CTT,English,English 11,-,316,13,24.3
18,K,09-12,CTT,English,English 12,-,159,7,22.7
18,K,09-12,CTT,English,Other English,-,493,23,21.4
18,K,09-12,CTT,Math,Integrated Algebra,-,829,33,25.1
18,K,09-12,CTT,Math,Geometry,-,362,13,27.8
18,K,09-12,CTT,Math,Algebra 2/Trig,-,83,3,27.7
18,K,09-12,CTT,Math,Other Math,-,314,14,22.4
18,K,09-12,CTT,Science,Living Environment,-,356,13,27.4
18,K,09-12,CTT,Science,Chemistry,-,230,8,28.8
18,K,09-12,CTT,Science,Physics,-,21,1,21
18,K,09-12,CTT,Science,Other Physical Sciences,-,26,1,26
18,K,09-12,CTT,Science,Other Science,-,548,23,23.8
18,K,09-12,CTT,Social Studies,Global History,-,709,29,24.4
18,K,09-12,CTT,Social Studies,United States History Accelerated,-,463,17,27.2
18,K,09-12,CTT,Social Studies,Participation in Government,-,66,3,22
18,K,09-12,CTT,Social Studies,Economics,-,59,3,19.7
18,K,09-12,CTT,Social Studies,Other Social Studies,-,156,6,26
18,K,09-12,SPEC ED,English,MS English Core,-,12,1,12
18,K,09-12,SPEC ED,Math,Integrated Algebra,-,12,1,12
18,K,09-12,SPEC ED,Science,Living Environment,-,5,1,5
18,K,09-12,SPEC ED,Science,Other Physical Sciences,-,12,1,12
18,K,09-12,SPEC ED,Social Studies,Global History,-,13,1,13
18,K,0K-09,SPEC ED,-,-,12:1,42,6,7
18,K,0K-09,SPEC ED,-,-,12:1:1,646,65,9.9
18,K,MS Core,GEN ED,English,MS English Core,-,2299,92,25
18,K,MS Core,GEN ED,English,Other English,-,11,1,11
18,K,MS Core,GEN ED,Math,MS Math Core,-,2764,112,24.7
18,K,MS Core,GEN ED,Science,MS Science Core,-,2931,117,25.1
18,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,2522,100,25.2
18,K,MS Core,CTT,English,MS English Core,-,475,19,25
18,K,MS Core,CTT,Math,MS Math Core,-,614,24,25.6
18,K,MS Core,CTT,Science,MS Science Core,-,445,18,24.7
18,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,307,13,23.6
18,K,MS Core,SPEC ED,English,MS English Core,-,155,17,9.1
18,K,MS Core,SPEC ED,Math,MS Math Core,-,193,21,9.2
18,K,MS Core,SPEC ED,Science,MS Science Core,-,193,21,9.2
18,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,155,17,9.1
18,K,MS Core,G&T,English,MS English Core,-,85,3,28.3
18,K,MS Core,G&T,Math,Integrated Algebra,-,194,7,27.7
18,K,MS Core,G&T,Science,Living Environment,-,227,8,28.4
18,K,MS Core,G&T,Social Studies,United States History Accelerated,-,31,1,31
19,K,0K,GEN ED,-,-,-,1326,60,22.1
19,K,0K,CTT,-,-,-,330,15,22
19,K,0K,G&T,-,-,-,9,1,9
19,K,01,GEN ED,-,-,-,1464,62,23.6
19,K,01,CTT,-,-,-,346,14,24.7
19,K,01,G&T,-,-,-,7,1,7
19,K,02,GEN ED,-,-,-,1358,58,23.4
19,K,02,CTT,-,-,-,459,19,24.2
19,K,02,G&T,-,-,-,28,1,28
19,K,03,GEN ED,-,-,-,1371,58,23.6
19,K,03,CTT,-,-,-,346,15,23.1
19,K,03,G&T,-,-,-,24,1,24
19,K,04,GEN ED,-,-,-,1344,58,23.2
19,K,04,CTT,-,-,-,329,13,25.3
19,K,04,G&T,-,-,-,23,1,23
19,K,05,GEN ED,-,-,-,1207,51,23.7
19,K,05,CTT,-,-,-,347,14,24.8
19,K,05,G&T,-,-,-,23,1,23
19,K,06,GEN ED,-,-,-,1022,41,24.9
19,K,06,CTT,-,-,-,481,20,24.1
19,K,07,GEN ED,-,-,-,1054,39,27
19,K,07,CTT,-,-,-,589,24,24.5
19,K,08,GEN ED,-,-,-,1136,40,28.4
19,K,08,CTT,-,-,-,460,18,25.6
19,K,09-12,GEN ED,English,MS English Core,-,596,27,22.1
19,K,09-12,GEN ED,English,English 9,-,856,37,23.1
19,K,09-12,GEN ED,English,English 10,-,689,26,26.5
19,K,09-12,GEN ED,English,English 11,-,935,37,25.3
19,K,09-12,GEN ED,English,English 12,-,701,29,24.2
19,K,09-12,GEN ED,English,Other English,-,978,52,18.8
19,K,09-12,GEN ED,Math,Integrated Algebra,-,1121,46,24.4
19,K,09-12,GEN ED,Math,Geometry,-,738,31,23.8
19,K,09-12,GEN ED,Math,Algebra 2/Trig,-,990,39,25.4
19,K,09-12,GEN ED,Math,Other Math,-,451,23,19.6
19,K,09-12,GEN ED,Science,Living Environment,-,1092,49,22.3
